Banco,FechaReporte,Indicador,CategoriaIndicador,Saldo,TipoInstitucion
COFISA,2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,0.08136585255503,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,7.522846802593381,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,29.1737150379567,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,42.140024605757496,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,4.05406168585824,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,238.2616895110703,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,6.78943985082848,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,21.01474138241557,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,16.83490719227343,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,23.33338169106891,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,6.498474498795471,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,150.59624497623764,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,ÍNDICE DE INVERSIÓN EN ACTIVOS FIJOS,5) INDICADORES DE CUMPLIMIENTO,7.727998025600639,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,ÍNDICE DE LIQUIDEZ: COBERTURA DE DEPÓSITOS DEL PÚBLICO CON ACTIVOS LÍQUIDOS,3) INDICADORES DE LIQUIDEZ,18.07321245604823,SOCIEDADES FINANCIERAS
COFISA,2024-01-31,ÍNDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,3.95167837656404,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,(ACTIVOS LÍQUIDOS + PRÉSTAMOS VIGENTES A INSTITUCIONES FINANCIERAS)/(DEPÓSITOS DEL PÚBLICO+PRÉSTAMOS DE INSTITUCIONES FINANCIERAS),3) INDICADORES DE LIQUIDEZ,13.57475696033922,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,-2.708722485,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,5.80322036565217,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,32.83483173584717,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,11.55069914640203,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,2.20080013416908,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,109.66975954618572,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,2.17495007913063,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,13.658380921061791,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,7.83413726631776,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,13.95850572473391,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,6.12436845841615,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,151.42937708451493,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,ÍNDICE DE INVERSIÓN EN ACTIVOS FIJOS,5) INDICADORES DE CUMPLIMIENTO,1.3837866116666602,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,ÍNDICE DE LIQUIDEZ: COBERTURA DE DEPÓSITOS DEL PÚBLICO CON ACTIVOS LÍQUIDOS,3) INDICADORES DE LIQUIDEZ,27.27966892933489,SOCIEDADES FINANCIERAS
CREDI Q,2024-01-31,ÍNDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,2.15779166757634,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,(ACTIVOS LÍQUIDOS + PRÉSTAMOS VIGENTES A INSTITUCIONES FINANCIERAS)/(DEPÓSITOS DEL PÚBLICO+PRÉSTAMOS DE INSTITUCIONES FINANCIERAS),3) INDICADORES DE LIQUIDEZ,19.9858303457981,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,1.22755454386224,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,6.64072340794145,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,35.7154645298137,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,29.541995951305577,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,2.32151702109654,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,190.8429073138703,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,3.5375123031607005,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,15.26395272819009,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,11.18248417658649,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,17.42286738139856,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,6.240383204812059,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,249.17260589633733,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,ÍNDICE DE INVERSIÓN EN ACTIVOS FIJOS,5) INDICADORES DE CUMPLIMIENTO,3.60652535314957,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,ÍNDICE DE LIQUIDEZ: COBERTURA DE DEPÓSITOS DEL PÚBLICO CON ACTIVOS LÍQUIDOS,3) INDICADORES DE LIQUIDEZ,25.81372875011581,SOCIEDADES FINANCIERAS
FINANCIERAS,2024-01-31,ÍNDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,2.28438455637004,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,(ACTIVOS LÍQUIDOS + PRÉSTAMOS VIGENTES A INSTITUCIONES FINANCIERAS)/(DEPÓSITOS DEL PÚBLICO+PRÉSTAMOS DE INSTITUCIONES FINANCIERAS),3) INDICADORES DE LIQUIDEZ,36.37070081479391,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,2.71402084680384,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,19.81115313596931,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,54.51221172176999,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,31.1143810907372,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,3.1065891417892,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,299.8707179642758,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,6.50109065627065,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,33.91814665838373,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,26.52747559164456,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,32.56298678950489,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,6.0355111978603295,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,345.8986549449935,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,ÍNDICE DE INVERSIÓN EN ACTIVOS FIJOS,5) INDICADORES DE CUMPLIMIENTO,2.0422265666347297,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,ÍNDICE DE LIQUIDEZ: COBERTURA DE DEPÓSITOS DEL PÚBLICO CON ACTIVOS LÍQUIDOS,3) INDICADORES DE LIQUIDEZ,36.37070081479391,SOCIEDADES FINANCIERAS
FINCA HONDURAS,2024-01-31,ÍNDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,3.0174766147739,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,(ACTIVOS LÍQUIDOS + PRÉSTAMOS VIGENTES A INSTITUCIONES FINANCIERAS)/(DEPÓSITOS DEL PÚBLICO+PRÉSTAMOS DE INSTITUCIONES FINANCIERAS),3) INDICADORES DE LIQUIDEZ,64.3097262160189,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,6.88197579275668,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,5.4225671151519,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,53.72930834517966,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,58.49347932058445,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,5.093295547698419,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,1554.9786567592514,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,-0.8937412020336899,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,-2.5032663853572603,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,6.63459075185751,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,14.45203219778282,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,7.8174414459253105,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,239.44958816734052,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,ÍNDICE DE INVERSIÓN EN ACTIVOS FIJOS,5) INDICADORES DE CUMPLIMIENTO,5.14475451170788,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,ÍNDICE DE LIQUIDEZ: COBERTURA DE DEPÓSITOS DEL PÚBLICO CON ACTIVOS LÍQUIDOS,3) INDICADORES DE LIQUIDEZ,64.3097262160189,SOCIEDADES FINANCIERAS
FINISA,2024-01-31,ÍNDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,5.0338321375182,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,(ACTIVOS LÍQUIDOS + PRÉSTAMOS VIGENTES A INSTITUCIONES FINANCIERAS)/(DEPÓSITOS DEL PÚBLICO+PRÉSTAMOS DE INSTITUCIONES FINANCIERAS),3) INDICADORES DE LIQUIDEZ,46.16625787744173,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,2.8359631418075,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,11.6953230447494,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,54.1152976286099,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,20.37758722039277,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,3.43797447158797,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,332.46893707172995,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,1.19129449636213,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,10.73972335944526,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,14.099984355624253,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,21.790415014421622,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,7.690430658797361,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,120.17367217878412,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,ÍNDICE DE INVERSIÓN EN ACTIVOS FIJOS,5) INDICADORES DE CUMPLIMIENTO,15.83755288473914,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,ÍNDICE DE LIQUIDEZ: COBERTURA DE DEPÓSITOS DEL PÚBLICO CON ACTIVOS LÍQUIDOS,3) INDICADORES DE LIQUIDEZ,51.19289019665635,SOCIEDADES FINANCIERAS
FINSOL,2024-01-31,ÍNDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,3.3580398433401903,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,(ACTIVOS LÍQUIDOS + PRÉSTAMOS VIGENTES A INSTITUCIONES FINANCIERAS)/(DEPÓSITOS DEL PÚBLICO+PRÉSTAMOS DE INSTITUCIONES FINANCIERAS),3) INDICADORES DE LIQUIDEZ,17.19141878369379,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,4.30695862155771,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,2.37799504185692,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,21.781290955045872,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,17.83557208981371,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,0.77325163185139,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,161.7322092756492,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,2.6986781814142,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,22.071193103300697,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,5.31385827639386,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,11.56593540227218,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,6.252077125878309,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,278.4880064575621,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,ÍNDICE DE INVERSIÓN EN ACTIVOS FIJOS,5) INDICADORES DE CUMPLIMIENTO,-0.07806549642836,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,ÍNDICE DE LIQUIDEZ: COBERTURA DE DEPÓSITOS DEL PÚBLICO CON ACTIVOS LÍQUIDOS,3) INDICADORES DE LIQUIDEZ,20.38709419679065,SOCIEDADES FINANCIERAS
LEASING ATLANTIDA,2024-01-31,ÍNDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.76856664054872,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,(ACTIVOS LÍQUIDOS + PRÉSTAMOS VIGENTES A INSTITUCIONES FINANCIERAS)/(DEPÓSITOS DEL PÚBLICO+PRÉSTAMOS DE INSTITUCIONES FINANCIERAS),3) INDICADORES DE LIQUIDEZ,17.9499327219971,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,CALCES DE POSICIÓN EN MONEDA EXTRANJERA,5) INDICADORES DE CUMPLIMIENTO,-0.96457315016834,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,CARTERA DE TARJETAS DE CRÉDITO/CARTERA CREDITICIA TOTAL,2) INDICADORES DE CALIDAD DE ACTIVOS,0.0,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,GASTOS DE ADMINISTRACIÓN (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,6) INDICADORES DE GESTIÓN,13.5643326557344,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,GASTOS DE ADMINISTRACIÓN/INGRESOS TOTALES,6) INDICADORES DE GESTIÓN,50.3579874991888,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,INDICE DE ADECUACIÓN DE CAPITAL,1) INDICADORES DE SOLVENCIA,49.21506238329346,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,INDICE DE MOROSIDAD SOBRE CARTERA CREDITICIA DIRECTA (SIN CONTINGENTES),2) INDICADORES DE CALIDAD DE ACTIVOS,1.0717525772786,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,RATIO DE COBERTURA DE LIQUIDEZ,5) INDICADORES DE CUMPLIMIENTO,201.5860059073765,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,RENTABILIDAD SOBRE ACTIVOS (ROA): RESULTADOS EL EJERCICIO (ANUALIZADOS)/ACTIVOS TOTALES PROMEDIO,4) INDICADORES DE RENTABILIDAD,3.28528149640992,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,RENTABILIDAD SOBRE EL PATRIMONIOS (ROE): RESULTADOS EL EJERCICIO (ANUALIZADOS)/CAPITAL Y RESERVAS PROMEDIO,4) INDICADORES DE RENTABILIDAD,15.16633070337228,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,SPREAD DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,20.28033581065749,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,TASA ACTIVA DE INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,25.948526099704523,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,TASA PASIVA PARA INTERMEDIACIÓN,4) INDICADORES DE RENTABILIDAD,5.668190289047019,SOCIEDADES FINANCIERAS
"ODEF FINANCIERA, S.A.",2024-01-31,ÍNDICE DE COBERTURA DE LA MORA DE CARTERA,2) INDICADORES DE CALIDAD DE ACTIVOS,1761.8975550454402,SOCIEDADES FINANCIERAS
